1,13287
2,14942
3,16597
4,18252
5,19080
6,19493
7,19907
8,20735
9,21562
10,22390
11,22804
12,23218
13,24045
14,24873
15,25700
16,26114
17,26528
18,27355
19,27769
20,27976
21,28183
22,28597
23,29011
24,29424
25,29838
26,30252
27,30666
28,31080
29,31287
30,31493
31,31907
32,32321
33,32735
34,32942
35,33149
36,33562
37,33976
38,34390
39,34597
40,34804
41,35218
42,35631
43,36045
44,36252
45,36459
46,36873
47,37080
48,37287
49,37700
50,38114
51,38528
52,38735
53,38942
54,39355
55,39769
56,39976
57,40183
58,40390
59,40597
60,40804
61,41011
62,41218
63,41424
64,41631
65,41838
66,42045
67,42252
68,42459
69,42666
70,42873
71,43080
72,43287
73,43493
74,43700
75,43907
76,44114
77,44321
78,44528
79,44735
80,44942
81,45149
82,45355
83,45562
84,45769
85,45976
86,46183
87,46390
88,46804
89,47011
90,47218
91,47424
92,47631
93,47838
94,48045
95,48252
96,48459
97,48666
98,48873
99,49080
100,49287
101,49493
102,49700
103,49804
104,49907
105,50011
106,50114
107,50218
108,50321
109,50424
110,50528
111,50942
112,51149
113,51355
114,51769
115,52183
116,52390
117,52597
118,53011
119,53424
120,53631
121,53838
122,54045
123,54252
124,54459
125,54666
126,55080
127,55287
128,55493
129,55700
130,55907
131,56114
132,56321
133,56735
134,56942
135,57149
136,57355
137,57562
138,57769
139,57976
140,58390
141,58597
142,58804
143,59011
144,59218
145,59424
146,59631
147,59838
148,60045
149,60252
150,60459
151,60666
152,60873
153,61080
154,61287
155,61493
156,61700
157,61907
158,62114
159,62321
160,62528
161,62735
162,62942
163,63045
164,63149
165,63252
166,63355
167,63459
168,63562
169,63666
170,63769
171,63873
172,63976
173,64080
174,64183
175,64287
176,64390
177,64493
178,64597
179,65011
180,65218
181,65424
182,65838
183,66252
184,66666
185,66873
186,67080
187,67493
188,67700
189,67907
190,68321
191,68735
192,68942
193,69149
194,69355
195,69562
196,69976
197,70183
198,70390
199,70597
200,70804
201,71011
202,71218
203,71424
204,71631
205,71838
206,72045
207,72252
208,72459
209,72873
210,72976
211,73080
212,73183
213,73287
214,73493
215,73700
216,74114
217,74321
218,74735
219,75149
220,75355
221,75562
222,75666
223,75769
224,75976
225,76183
226,76390
227,76597
228,76700
229,76804
230,77011
231,77218
232,77424
233,77631
234,77838
235,78045
236,78252
237,78355
238,78459
239,78666
240,78873
241,79080
242,79287
243,79493
244,79700
245,79907
246,80011
247,80114
248,80321
249,80528
250,80631
251,80735
252,80942
253,81149
254,81355
255,81562
256,81769
257,81873
258,81976
259,82183
260,82390
261,82597
262,82804
263,83011
264,83114
265,83218
266,83424
267,83631
268,83735
269,83838
270,83942
271,84045
272,84252
273,84459
274,84666
275,84873
276,85080
277,85183
278,85287
279,85493
280,85700
281,85804
282,85907
283,86114
284,86218
285,86321
286,86424
287,86528
288,86735
289,86942
290,87355
291,87562
292,87769
293,87976
294,88183
295,88390
296,88597
297,88700
298,88804
299,89011
300,89114
301,89218
302,89424
303,89631
304,89838
305,89942
306,90045
307,90252
308,90459
309,90666
310,90873
311,91080
312,91287
313,91390
314,91493
315,91700
316,91907
317,92114
318,92321
319,92735
320,93562
321,94390
322,95218
323,96045
324,96873
325,97700
